id,label
292,6
293,9
294,3
295,0
296,7
297,0
298,7
299,3
300,0
301,8
302,1
303,7
304,8
305,8
306,4
307,2
308,4
309,5
310,7
311,1
312,3
313,3
314,2
315,7
316,4
317,8
318,5
319,3
320,9
321,1
322,1
323,4
324,5
325,2
326,2
327,2
328,8
329,6
330,0
331,5
332,2
333,1
334,7
335,1
336,1
337,9
338,3
339,9
340,5
341,0
342,6
343,0
344,1
345,2
346,9
347,9
348,8
349,4
350,2
351,6
352,9
353,8
354,7
355,0
356,3
357,4
358,0
359,8
360,3
361,9
362,2
363,2
364,9
365,3
366,9
367,0
368,2
369,0
370,3
371,0
372,7
373,3
374,3
375,9
376,4
377,9
378,3
379,8
380,7
381,7
382,3
383,6
384,2
385,6
386,5
387,9
388,2
389,7
390,2
391,7
392,3
393,8
394,3
395,0
396,7
397,6
398,9
399,8
400,9
401,1
402,1
403,6
404,2
405,2
406,2
407,9
408,2
409,6
410,1
411,7
412,9
413,2
414,8
415,9
416,2
417,8
418,5
419,4
420,8
421,2
422,1
423,9
424,8
425,1
426,7
427,5
428,3
429,0
430,2
431,8
432,6
433,8
434,9
435,1
436,4
437,4
438,7
439,0
440,3
441,6
442,3
443,6
444,4
445,0
446,4
447,3
448,3
449,4
450,8
451,4
452,1
453,8
454,5
455,2
456,0
457,6
458,0
459,1
460,2
461,2
462,6
463,8
464,6
465,9
466,1
467,2
468,3
469,6
470,0
471,9
472,1
473,2
474,7
475,3
476,6
477,6
478,1
479,6
480,5
481,1
482,5
483,0
484,9
485,9
486,1
487,7
488,1
489,7
490,5
491,0
492,8
493,9
494,3
495,6
496,9
497,1
498,0
499,0
500,2
501,8
502,0
503,0
504,1
505,3
506,6
507,6
508,8
509,1
510,4
511,4
512,5
513,0
514,5
515,6
516,0
517,2
518,9
519,3
520,3
521,7
522,7
523,1
524,2
525,6
526,0
527,7
528,3
529,8
530,5
531,6
532,1
533,4
534,5
535,8
536,5
537,5
538,8
539,0
540,0
541,5
542,7
543,6
544,4
545,9
546,9
547,4
548,1
549,4
550,0
551,8
552,4
553,5
554,8
555,2
556,9
557,3
558,8
559,3
560,3
561,7
562,6
563,4
564,7
565,7
566,2
567,9
568,5
569,1
570,2
571,0
572,6
573,1
574,2
575,0
576,0
577,4
578,2
579,8
580,7
581,1
582,9
583,8
584,3
585,6
586,3
587,8
588,1
589,7
590,1
591,1
592,7
593,9
594,9
595,4
596,7
597,3
598,4
599,6
600,7
601,7
602,2
603,8
604,7
605,3
606,5
607,1
608,2
609,2
610,1
611,6
612,1
613,2
614,8
615,5
616,5
617,5
618,2
619,3
620,8
621,5
622,0
623,6
624,1
625,3
626,9
627,2
628,4
629,8
630,0
631,1
632,5
633,4
634,3
635,8
636,7
637,4
638,4
639,8
640,8
641,5
642,9
643,0
644,4
645,4
646,3
647,6
648,6
649,4
650,2
651,2
652,9
653,6
654,4
655,3
656,9
657,6
658,6
659,3
660,4
661,1
662,0
663,6
664,7
665,7
666,4
667,4
668,8
669,9
670,6
671,5
672,3
673,5
674,7
675,9
676,1
677,9
678,4
679,6
680,1
681,7
682,6
683,8
684,7
685,7
686,0
687,8
688,0
689,4
690,2
691,8
692,3
693,4
694,9
695,6
696,4
697,7
698,7
699,9
700,3
701,3
702,5
703,4
704,1
705,2
706,9
707,6
708,1
709,1
710,0
711,7
712,5
713,6
714,2
715,5
716,2
717,3
718,7
719,9
720,1
721,9
722,8
723,1
724,6
725,3
726,2
727,6
728,9
729,1
730,5
731,8
732,2
733,0
734,6
735,9
736,4
737,3
738,9
739,6
740,4
741,7
742,1
743,1
744,1
745,9
746,9
747,3
748,8
749,5
750,9
751,0
752,2
753,4
754,3
755,0
756,2
757,2
758,7
759,3
760,4
761,0
762,4
763,6
764,1
765,4
766,2
767,5
768,6
769,7
770,4
771,6
772,5
773,3
774,2
775,2
776,7
777,5
778,2
779,6
780,0
781,5
782,6
783,9
784,8
785,9
786,5
787,6
788,2
789,3
790,3
791,6
792,1
793,1
794,2
795,1
796,4
797,9
798,8
799,3
800,7
801,2
802,1
803,0
804,6
805,9
806,9
807,3
808,7
809,6
810,7
811,8
812,8
813,8
814,3
815,0
816,4
817,7
818,0
819,5
820,1
821,0
822,8
823,2
824,8
825,2
826,4
827,5
828,0
829,4
830,6
831,9
832,4
833,6
834,2
835,9
836,7
837,9
838,9
839,4
840,6
841,4
842,6
843,7
844,2
845,9
846,0
847,1
848,7
849,7
850,3
851,0
852,6
853,2
854,5
855,0
856,1
857,9
858,9
859,6
860,4
861,7
862,0
863,0
864,8
865,4
866,4
867,7
868,1
869,6
870,1
871,4
872,1
873,1
874,3
875,5
876,5
877,0
878,0
879,1
880,4
881,7
882,1
883,8
884,2
885,4
886,4
887,4
888,6
889,8
890,6
891,1
892,7
893,2
894,0
895,6
896,2
897,9
898,1
899,2
900,3
901,9
902,9
903,5
904,6
905,1
906,7
907,9
908,7
909,1
910,3
911,2
912,3
913,9
914,1
915,3
916,4
917,7
918,9
919,9
920,0
921,2
922,7
923,4
924,8
925,5
926,9
927,5
928,2
929,5
930,6
931,2
932,3
933,3
934,7
935,8
936,4
937,5
938,4
939,6
940,9
941,9
942,8
943,0
944,0
945,5
946,1
947,6
948,6
949,2
950,4
951,8
952,8
953,8
954,3
955,7
956,2
957,4
958,3
959,2
960,8
961,5
962,3
963,2
964,4
965,8
966,4
967,7
968,1
969,3
970,0
971,9
972,6
973,7
974,1
975,7
976,6
977,7
978,9
979,9
980,6
981,3
982,2
983,0
984,8
985,3
986,0
987,0
988,2
989,6
990,3
991,3
992,7
993,6
994,6
995,1
996,1
997,6
998,1
999,0
1000,4
1001,0
1002,6
1003,1
1004,9
1005,2
1006,5
1007,4
1008,9
1009,6
1010,7
1011,6
1012,8
1013,1
1014,5
1015,5
1016,5
1017,3
1018,6
1019,2
1020,7
1021,7
1022,2
1023,7
1024,6
1025,9
1026,3
1027,3
1028,5
1029,9
1030,3
1031,1
1032,2
1033,5
1034,5
1035,1
1036,1
1037,9
1038,1
1039,8
1040,0
1041,1
1042,1
1043,5
1044,8
1045,8
1046,0
1047,3
1048,8
1049,9
1050,7
1051,9
1052,0
1053,6
1054,7
1055,4
1056,5
1057,7
1058,9
1059,0
1060,0
1061,0
1062,2
1063,8
1064,9
1065,0
1066,8
1067,2
1068,7
1069,4
1070,6
1071,1
1072,1
1073,4
1074,5
1075,6
1076,4
1077,9
1078,6
1079,0
1080,4
1081,5
1082,1
1083,2
1084,2
1085,1
1086,8
1087,2
1088,7
1089,7
1090,1
1091,8
1092,0
1093,4
1094,9
1095,9
1096,7
1097,8
1098,8
1099,8
1100,1
1101,7
1102,2
1103,9
1104,1
1105,1
1106,9
1107,5
1108,3
1109,1
1110,4
1111,2
1112,3
1113,0
1114,2
1115,8
1116,6
1117,3
1118,3
1119,0
1120,2
1121,8
1122,8
1123,1
1124,4
1125,0
1126,0
1127,3
1128,1
1129,7
1130,0
1131,6
1132,4
1133,9
1134,6
1135,4
1136,3
1137,1
1138,3
1139,6
1140,6
1141,3
1142,1
1143,2
1144,5
1145,5
1146,4
1147,6
1148,7
1149,1
1150,3
1151,1
1152,4
1153,2
1154,4
1155,4
1156,8
1157,5
1158,2
1159,2
1160,2
1161,7
1162,2
1163,5
1164,8
1165,8
1166,0
1167,3
1168,1
1169,3
1170,7
1171,0
1172,4
1173,9
1174,3
1175,4
1176,1
1177,8
1178,4
1179,6
1180,9
1181,9
1182,4
1183,0
1184,8
1185,7
1186,5
1187,0
1188,6
1189,3
1190,5
1191,4
1192,3
1193,6
1194,3
1195,1
1196,6
1197,5
1198,6
1199,7
1200,2
1201,9
1202,0
1203,2
1204,2
1205,5
1206,2
1207,6
1208,8
1209,4
1210,7
1211,4
1212,5
1213,0
1214,0
1215,2
1216,3
1217,4
1218,0
1219,1
1220,0
1221,6
1222,3
1223,6
1224,1
1225,2
1226,2
1227,9
1228,4
1229,3
1230,9
1231,0
1232,7
1233,1
1234,7
1235,5
1236,9
1237,8
1238,5
1239,3
1240,7
1241,9
1242,0
1243,9
1244,1
1245,1
1246,3
1247,9
1248,1
1249,3
1250,2
1251,7
1252,9
1253,6
1254,2
1255,7
1256,8
1257,1
1258,3
1259,7
1260,5
1261,8
1262,5
1263,4
1264,0
1265,3
1266,2
1267,8
1268,5
1269,1
1270,2
1271,5
1272,4
1273,8
1274,4
1275,5
1276,6
1277,9
1278,9
1279,7
1280,8
1281,4
1282,7
1283,1
1284,2
1285,1
1286,0
1287,0
1288,3
1289,2
1290,5
1291,9
1292,2
1293,3
1294,8
1295,0
1296,3
1297,8
1298,4
1299,6
1300,0
1301,3
1302,3
1303,0
1304,2
1305,9
1306,3
1307,6
1308,3
1309,8
1310,0
1311,2
1312,4
1313,3
1314,3
1315,2
1316,4
1317,0
1318,5
1319,3
1320,7
1321,8
1322,3
1323,9
1324,4
1325,8
1326,9
1327,7
1328,5
1329,9
1330,8
1331,3
1332,1
1333,3
1334,3
1335,0
1336,2
1337,7
1338,0
1339,2
1340,4
1341,2
1342,1
1343,4
1344,2
1345,3
1346,7
1347,5
1348,3
1349,4
1350,9
1351,7
1352,8
1353,1
1354,1
1355,0
1356,5
1357,6
1358,8
1359,1
1360,0
1361,1
1362,0
1363,2
1364,1
1365,6
1366,3
1367,6
1368,0
1369,5
1370,2
1371,1
1372,2
1373,3
1374,9
1375,8
1376,5
1377,7
1378,3
1379,3
1380,9
1381,9
1382,3
1383,1
1384,0
1385,9
1386,6
1387,2
1388,4
1389,3
1390,8
1391,3
1392,4
1393,3
1394,1
1395,2
1396,2
1397,4
1398,8
1399,1
1400,1
1401,9
1402,6
1403,8
1404,9
1405,0
1406,8
1407,3
1408,6
1409,7
1410,5
1411,3
1412,5
1413,8
1414,2
1415,4
1416,6
1417,8
1418,1
1419,8
1420,2
1421,6
1422,5
1423,7
1424,7
1425,4
1426,6
1427,8
1428,1
1429,6
1430,1
1431,5
1432,7
1433,3
1434,9
1435,9
1436,7
1437,9
1438,5
1439,9
1440,9
1441,7
1442,8
1443,5
1444,1
1445,8
1446,6
1447,2
1448,5
1449,6
1450,4
1451,7
1452,9
1453,7
1454,0
1455,8
1456,9
1457,8
1458,5
1459,7
1460,3
1461,8
1462,4
1463,0
1464,3
1465,3
1466,5
1467,1
1468,9
1469,7
1470,5
1471,3
1472,0
1473,4
1474,0
1475,5
1476,4
1477,7
1478,1
1479,8
1480,8
1481,8
1482,2
1483,1
1484,7
1485,3
1486,6
1487,0
1488,0
1489,2
1490,9
1491,7
1492,8
1493,8
1494,5
1495,0
1496,5
1497,2
1498,1
1499,7
1500,3
1501,7
1502,0
1503,6
1504,2
1505,6
1506,6
1507,8
1508,0
1509,2
1510,6
1511,9
1512,8
1513,3
1514,4
1515,8
1516,7
1517,4
1518,3
1519,0
1520,7
1521,9
1522,7
1523,3
1524,8
1525,2
1526,8
1527,9
1528,6
1529,3
1530,4
1531,9
1532,5
1533,9
1534,0
1535,6
1536,5
1537,7
1538,2
1539,4
1540,8
1541,4
1542,4
1543,3
1544,6
1545,1
1546,7
1547,9
1548,3
1549,1
1550,5
1551,1
1552,8
1553,3
1554,1
1555,5
1556,2
1557,0
1558,2
1559,7
1560,2
1561,6
1562,5
1563,4
1564,0
1565,4
1566,9
1567,2
1568,2
1569,4
1570,1
1571,8
1572,8
1573,4
1574,5
1575,4
1576,2
1577,6
1578,5
1579,5
1580,3
1581,9
1582,0
1583,0
1584,1
1585,9
1586,9
1587,8
1588,3
1589,4
1590,6
1591,9
1592,4
1593,4
1594,5
1595,4
1596,3
1597,7
1598,9
1599,7
1600,7
1601,3
1602,2
1603,4
1604,0
1605,4
1606,9
1607,8
1608,6
1609,6
1610,2
1611,7
1612,5
1613,2
1614,7
1615,5
1616,5
1617,5
1618,7
1619,1
1620,7
1621,5
1622,5
1623,4
1624,5
1625,1
1626,6
1627,0
1628,2
1629,0
1630,2
1631,0
1632,1
1633,0
1634,6
1635,0
1636,4
1637,6
1638,2
1639,1
1640,1
1641,5
1642,3
1643,5
1644,6
1645,6
1646,3
1647,6
1648,2
1649,1
1650,6
1651,3
1652,9
1653,7
1654,5
1655,5
1656,1
1657,4
1658,2
1659,5
1660,8
1661,3
1662,3
1663,1
1664,8
1665,2
1666,4
1667,7
1668,8
1669,9
1670,0
1671,0
1672,6
1673,2
1674,4
1675,9
1676,3
1677,1
1678,0
1679,1
1680,1
1681,1
1682,1
1683,5
1684,8
1685,9
1686,5
1687,2
1688,4
1689,7
1690,0
1691,2
1692,1
1693,3
1694,1
1695,8
1696,9
1697,9
1698,3
1699,4
1700,2
1701,6
1702,5
1703,3
1704,3
1705,4
1706,5
1707,8
1708,9
1709,9
1710,5
1711,6
1712,4
1713,1
1714,9
1715,4
1716,4
1717,2
1718,6
1719,1
1720,5
1721,5
1722,4
1723,7
1724,1
1725,2
1726,6
1727,5
1728,7
1729,8
1730,2
1731,9
1732,6
1733,5
1734,3
1735,4
1736,6
1737,8
1738,8
1739,9
1740,7
1741,0
1742,9
1743,0
1744,9
1745,4
1746,8
1747,1
1748,0
1749,0
1750,4
1751,8
1752,2
1753,1
1754,9
1755,5
1756,6
1757,0
1758,3
1759,9
1760,5
1761,8
1762,2
1763,1
1764,7
1765,8
1766,9
1767,6
1768,0
1769,7
1770,1
1771,0
1772,7
1773,9
1774,0
1775,4
1776,3
1777,8
1778,7
1779,0
1780,9
1781,5
1782,3
1783,8
1784,1
1785,1
1786,1
1787,5
1788,2
1789,6
1790,7
1791,5
1792,1
1793,9
1794,1
1795,7
1796,3
1797,9
1798,6
1799,8
1800,9
1801,9
1802,1
1803,2
1804,4
1805,2
1806,1
1807,6
1808,9
1809,6
1810,9
1811,3
1812,5
1813,3
1814,6
1815,1
1816,9
1817,0
1818,9
1819,5
1820,9
1821,5
1822,9
1823,7
1824,9
1825,3
1826,1
1827,3
1828,7
1829,9
1830,7
1831,7
1832,3
1833,1
1834,1
1835,6
1836,4
1837,5
1838,7
1839,1
1840,1
1841,4
1842,4
1843,1
1844,8
1845,3
1846,3
1847,5
1848,8
1849,6
1850,7
1851,4
1852,0
1853,6
1854,4
1855,2
1856,5
1857,2
1858,9
1859,8
1860,6
1861,9
1862,8
1863,7
1864,3
1865,1
1866,4
1867,6
1868,9
1869,1
1870,4
1871,0
1872,1
1873,6
1874,0
1875,2
1876,2
1877,8
1878,9
1879,2
1880,6
1881,7
1882,0
1883,7
1884,1
1885,1
1886,4
1887,4
1888,0
1889,4
1890,8
1891,3
1892,9
1893,0
1894,6
1895,9
1896,2
1897,3
1898,1
1899,1
1900,6
1901,7
1902,8
1903,6
1904,5
1905,0
1906,8
1907,4
1908,8
1909,7
1910,1
1911,2
1912,3
1913,1
1914,5
1915,9
1916,7
1917,3
1918,0
1919,1
1920,6
1921,4
1922,8
1923,8
1924,9
1925,9
1926,2
1927,6
1928,3
1929,8
1930,2
1931,2
1932,4
1933,9
1934,9
1935,4
1936,3
1937,2
1938,0
1939,7
1940,8
1941,3
1942,3
1943,3
1944,8
1945,6
1946,3
1947,8
1948,6
1949,7
1950,7
1951,0
1952,1
1953,3
1954,9
1955,1
1956,7
1957,1
1958,6
1959,5
1960,5
1961,9
1962,1
1963,5
1964,8
1965,8
1966,6
1967,4
1968,5
1969,2
1970,6
1971,3
1972,5
1973,2
1974,0
1975,3
1976,3
1977,9
1978,4
1979,7
1980,9
1981,6
1982,1
1983,5
1984,8
1985,9
1986,7
1987,7
1988,8
1989,1
1990,9
1991,9
1992,3
1993,9
1994,1
1995,0
1996,4
1997,6
1998,2
1999,3
2000,3
2001,4
2002,1
2003,7
2004,5
2005,7
2006,8
2007,3
2008,5
2009,3
2010,6
2011,4
2012,6
2013,0
2014,8
2015,7
2016,6
2017,5
2018,0
2019,0
2020,7
2021,9
2022,1
2023,1
2024,6
2025,6
2026,2
2027,0
2028,2
2029,6
2030,9
2031,7
2032,2
2033,4
2034,2
2035,4
2036,2
2037,1
2038,8
2039,6
2040,8
2041,0
2042,9
2043,9
2044,6
2045,0
2046,7
2047,4
2048,9
2049,2
2050,0
2051,4
2052,4
2053,8
2054,3
2055,9
2056,7
2057,2
2058,9
2059,4
2060,9
2061,2
2062,7
2063,9
2064,7
2065,1
2066,6
2067,3
2068,3
2069,6
2070,9
2071,5
2072,0
2073,3
2074,2
2075,9
2076,8
2077,3
2078,6
2079,3
2080,1
2081,2
2082,3
2083,1
2084,5
2085,3
2086,5
2087,8
2088,2
2089,2
2090,3
2091,5
2092,9
2093,8
2094,2
2095,9
2096,7
2097,2
2098,8
2099,9
2100,1
2101,9
2102,2
2103,8
2104,2
2105,0
2106,5
2107,7
2108,4
2109,5
2110,3
2111,3
2112,7
2113,0
2114,7
2115,3
2116,7
2117,8
2118,2
2119,0
2120,3
2121,1
2122,4
2123,9
2124,5
2125,4
2126,7
2127,7
2128,1
2129,9
2130,6
2131,2
2132,4
2133,6
2134,2
2135,7
2136,5
2137,8
2138,1
2139,0
2140,2
2141,8
2142,0
2143,9
2144,6
2145,2
2146,7
2147,0
2148,6
2149,0
2150,2
2151,3
2152,0
2153,9
2154,4
2155,0
2156,9
2157,8
2158,0
2159,4
2160,5
2161,2
2162,1
2163,1
2164,0
2165,8
2166,2
2167,6
2168,6
2169,4
2170,9
2171,4
2172,4
2173,1
2174,7
2175,3
2176,9
2177,4
2178,6
2179,4
2180,3
2181,9
2182,5
2183,7
2184,8
2185,1
2186,2
2187,8
2188,5
2189,9
2190,2
2191,1
2192,9
2193,5
2194,2
2195,8
2196,2
2197,6
2198,9
2199,5
2200,0
2201,1
2202,3
2203,8
2204,3
2205,5
2206,0
2207,7
2208,6
2209,9
2210,8
2211,6
2212,0
2213,2
2214,0
2215,7
2216,4
2217,9
2218,8
2219,9
2220,1
2221,1
2222,7
2223,2
2224,2
2225,3
2226,6
2227,6
2228,3
2229,4
2230,5
2231,0
2232,1
2233,4
2234,1
2235,0
2236,3
2237,2
2238,8
2239,7
2240,0
2241,2
2242,7
2243,8
2244,6
2245,8
2246,8
2247,8
2248,3
2249,4
2250,0
2251,0
2252,2
2253,4
2254,6
2255,4
2256,4
2257,0
2258,5
2259,8
2260,1
2261,3
2262,2
2263,3
2264,5
2265,0
2266,3
2267,8
2268,8
2269,2
2270,0
2271,4
2272,7
2273,4
2274,1
2275,1
2276,4
2277,4
2278,9
2279,7
2280,2
2281,7
2282,6
2283,5
2284,1
2285,7
2286,3
2287,9
2288,5
2289,7
2290,1
2291,6
2292,7
2293,6
2294,1
2295,0
2296,5
2297,2
2298,4
2299,9
2300,5
2301,7
2302,0
2303,3
2304,1
2305,3
2306,2
2307,2
2308,8
2309,8
2310,4
2311,9
2312,7
2313,4
2314,7
2315,8
2316,6
2317,9
2318,1
2319,8
2320,9
2321,6
2322,6
2323,2
2324,0
2325,8
2326,6
2327,9
2328,6
2329,4
2330,7
2331,6
2332,6
2333,0
2334,0
2335,1
2336,4
2337,6
2338,9
2339,1
2340,8
2341,3
2342,6
2343,0
2344,5
2345,3
2346,5
2347,7
2348,0
2349,9
2350,1
2351,2
2352,2
2353,2
2354,1
2355,6
2356,5
2357,2
2358,1
2359,6
2360,5
2361,9
2362,2
2363,9
2364,0
2365,7
2366,8
2367,2
2368,6
2369,6
2370,2
2371,5
2372,8
2373,7
2374,6
2375,4
2376,3
2377,5
2378,2
2379,5
2380,5
2381,8
2382,9
2383,8
2384,4
2385,5
2386,1
2387,7
2388,6
2389,2
2390,9
2391,1
2392,5
2393,5
2394,0
2395,7
2396,6
2397,0
2398,8
2399,8
2400,7
2401,5
2402,9
2403,2
2404,8
2405,1
2406,4
2407,6
2408,5
2409,2
2410,3
2411,4
2412,2
2413,6
2414,0
2415,4
2416,6
2417,4
2418,8
2419,6
2420,1
2421,9
2422,1
2423,9
2424,8
2425,7
2426,8
2427,1
2428,6
2429,6
2430,7
2431,9
2432,3
2433,9
2434,0
2435,6
2436,3
2437,9
2438,7
2439,8
2440,5
2441,1
2442,7
2443,3
2444,1
2445,3
2446,9
2447,0
2448,7
2449,5
2450,4
2451,2
2452,9
2453,6
2454,4
2455,1
2456,3
2457,5
2458,0
2459,3
2460,1
2461,0
2462,7
2463,8
2464,8
2465,2
2466,5
2467,5
2468,3
2469,9
2470,9
2471,4
2472,0
2473,6
2474,9
2475,6
2476,8
2477,4
2478,4
2479,0
2480,5
2481,0
2482,1
2483,9
2484,8
2485,0
2486,0
2487,6
2488,9
2489,9
2490,6
2491,2
2492,2
2493,7
2494,3
2495,7
2496,6
2497,3
2498,9
2499,1
2500,3
2501,1
2502,0
2503,8
2504,4
2505,1
2506,1
2507,6
2508,2
2509,3
2510,3
2511,3
2512,5
2513,0
2514,1
2515,2
2516,1
2517,1
2518,1
2519,8
2520,8
2521,9
2522,0
2523,1
2524,1
2525,2
2526,6
2527,7
2528,9
2529,2
2530,5
2531,0
2532,0
2533,9
2534,1
2535,6
2536,7
2537,5
2538,0
2539,0
2540,3
2541,7
2542,7
2543,0
2544,8
2545,7
2546,9
2547,8
2548,0
2549,9
2550,7
2551,3
2552,8
2553,4
2554,5
2555,0
2556,4
2557,1
2558,3
2559,6
2560,9
2561,0
2562,9
2563,0
2564,6
2565,2
2566,1
2567,8
2568,8
2569,1
2570,8
2571,3
2572,7
2573,9
2574,1
2575,7
2576,9
2577,3
2578,8
2579,6
2580,7
2581,9
2582,4
2583,0
2584,3
2585,0
2586,9
2587,0
2588,7
2589,8
2590,1
2591,2
2592,3
2593,0
2594,0
2595,0
2596,8
2597,9
2598,8
2599,0
2600,3
2601,5
2602,2
2603,4
2604,0
2605,1
2606,8
2607,6
2608,7
2609,0
2610,4
2611,7
2612,3
2613,5
2614,0
2615,3
2616,4
2617,3
2618,7
2619,8
2620,2
2621,5
2622,9
2623,0
2624,2
2625,4
2626,2
2627,2
2628,6
2629,7
2630,9
2631,5
2632,6
2633,7
2634,3
2635,0
2636,4
2637,1
2638,3
2639,5
2640,6
2641,2
2642,7
2643,7
2644,8
2645,8
2646,8
2647,2
2648,5
2649,5
2650,1
2651,5
2652,0
2653,2
2654,4
2655,2
2656,3
2657,7
2658,1
2659,2
2660,1
2661,6
2662,3
2663,0
2664,1
2665,1
2666,2
2667,3
2668,9
2669,4
2670,3
2671,3
2672,4
2673,8
2674,1
2675,5
2676,7
2677,4
2678,4
2679,8
2680,4
2681,0
2682,9
2683,4
2684,2
2685,5
2686,1
2687,1
2688,6
2689,4
2690,4
2691,4
2692,4
2693,4
2694,1
2695,8
2696,1
2697,6
2698,3
2699,6
2700,9
2701,9
2702,2
2703,1
2704,4
2705,0
2706,9
2707,9
2708,0
2709,9
2710,6
2711,6
2712,8
2713,8
2714,9
2715,0
2716,3
2717,2
2718,7
2719,7
2720,7
2721,7
2722,5
2723,1
2724,6
2725,9
2726,1
2727,2
2728,3
2729,0
2730,5
2731,7
2732,0
2733,4
2734,1
2735,4
2736,7
2737,2
2738,3
2739,7
2740,0
2741,3
2742,4
2743,6
2744,3
2745,1
2746,7
2747,5
2748,7
2749,6
2750,0
2751,0
2752,1
2753,8
2754,8
2755,2
2756,7
2757,0
2758,2
2759,2
2760,0
2761,9
2762,2
2763,0
2764,5
2765,1
2766,4
2767,0
2768,1
2769,4
2770,4
2771,0
2772,5
2773,5
2774,4
2775,2
2776,3
2777,3
2778,4
2779,9
2780,2
2781,3
2782,9
2783,9
2784,7
2785,3
2786,9
2787,7
2788,7
2789,4
2790,0
2791,2
2792,2
2793,4
2794,6
2795,1
2796,8
2797,0
2798,9
2799,2
2800,5
2801,8
2802,8
2803,8
2804,6
2805,1
2806,6
2807,5
2808,0
2809,7
2810,6
2811,0
2812,7
2813,3
2814,0
2815,6
2816,2
2817,4
2818,9
2819,3
2820,2
2821,6
2822,8
2823,7
2824,3
2825,2
2826,8
2827,9
2828,5
2829,9
2830,1
2831,4
2832,7
2833,2
2834,9
2835,9
2836,9
2837,5
2838,5
2839,6
2840,3
2841,1
2842,4
2843,5
2844,6
2845,0
2846,7
2847,1
2848,2
2849,9
2850,4
2851,1
2852,8
2853,6
2854,0
2855,6
2856,4
2857,3
2858,1
2859,9
2860,5
2861,4
2862,6
2863,2
2864,2
2865,6
2866,0
2867,7
2868,6
2869,8
2870,3
2871,7
2872,0
2873,3
2874,3
2875,4
2876,3
2877,6
2878,2
2879,7
2880,6
2881,8
2882,4
2883,4
2884,7
2885,5
2886,8
2887,6
2888,8
2889,8
2890,8
2891,1
2892,0
2893,5
2894,3
2895,4
2896,8
2897,3
2898,6
2899,8
2900,0
2901,2
2902,4
2903,4
2904,5
2905,2
2906,5
2907,5
2908,3
2909,0
2910,8
2911,5
2912,0
2913,4
2914,1
2915,8
2916,4
2917,9
2918,2
2919,3
2920,4
2921,6
2922,2
2923,1
2924,9
2925,5
2926,2
2927,8
2928,9
2929,3
2930,1
2931,9
2932,3
2933,4
2934,2
2935,2
2936,8
2937,9
2938,0
2939,7
2940,1
2941,3
2942,3
2943,3
2944,2
2945,2
2946,5
2947,3
2948,4
2949,3
2950,7
2951,7
2952,8
2953,2
2954,0
2955,7
2956,2
2957,6
2958,2
2959,9
2960,1
2961,1
2962,4
2963,7
2964,3
2965,1
2966,3
2967,1
2968,4
2969,7
2970,5
2971,9
2972,3
2973,8
2974,0
2975,1
2976,9
2977,1
2978,2
2979,4
2980,1
2981,8
2982,4
2983,5
2984,9
2985,8
2986,1
2987,1
2988,1
2989,3
2990,7
2991,9
2992,3
2993,1
2994,5
2995,1
2996,1
2997,9
